[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:83] Starting a job; no job is presently running
[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:84] Here's our task list: setup, fetch_urls, generate_404, transfer_files_locally, wrapup
[2024-10-24 21:32:03] [class-ss-archive-creation-job.php:102] Pushing first task to queue: setup
[2024-10-24 21:32:04] [class-ss-archive-creation-job.php:136] Current task: setup
[2024-10-24 21:32:04] [class-ss-archive-creation-job.php:153] Performing task: setup
[2024-10-24 21:32:04] [class-ss-task.php:44] Status message: [setup] Setting up
[2024-10-24 21:32:09] [class-ss-setup-task.php:33] Creating archive directory: C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523\
[2024-10-24 21:32:09] [class-ss-setup-task.php:72] Adding origin URL to queue: http://localhost/CIFI/
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt?simply_static_page=2468
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:103] Filesize: 249 bytes
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd16878cd-x8FSJO.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/query/query.min.js.LICENSE.txt
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:10] [class-ss-page.php:119] Checking Content Identical:57b7b2d716676aa5266ccdc1abd15b99bc557b74===. Value: FALSE
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2024-10-24 21:33:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:10; Total: 971
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd1697151-zmN40b.tmp
[2024-10-24 21:33:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js?simply_static_page=2469
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js?simply_static_page=2469
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:103] Filesize: 1 bytes
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd1697151-zmN40b.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/query/query.strings.js
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:10] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php
[2024-10-24 21:33:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:9; Total: 971
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.asset.php
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2024-10-24 21:33:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:8; Total: 971
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd16a3640-XYzAKk.tmp
[2024-10-24 21:33:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.js?simply_static_page=2471
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.js?simply_static_page=2471
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:103] Filesize: 61725 bytes
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd16a3640-XYzAKk.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/schema/schema.js
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:10] [class-ss-page.php:119] Checking Content Identical:ecc6efb82c774b5875dae7997815dd0a5ada2688===. Value: FALSE
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2024-10-24 21:33:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:7; Total: 971
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd16ae6da-FBZIcd.tmp
[2024-10-24 21:33:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt?simply_static_page=2472
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt?simply_static_page=2472
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:103] Filesize: 332 bytes
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd16ae6da-FBZIcd.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/schema/schema.js.LICENSE.txt
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:10] [class-ss-page.php:119] Checking Content Identical:b7cc5158fc648f83063ee247f99fef0e90c64f7d===. Value: FALSE
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2024-10-24 21:33:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:6; Total: 971
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd16c1684-Lv8f8E.tmp
[2024-10-24 21:33:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js?simply_static_page=2473
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js?simply_static_page=2473
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:103] Filesize: 57948 bytes
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd16c1684-Lv8f8E.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/schema/schema.min.js
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:10] [class-ss-page.php:119] Checking Content Identical:31a88f180b99c1aa13178f57052c26870892ee31===. Value: FALSE
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2024-10-24 21:33:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:5; Total: 971
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd16cb1db-oMic9l.tmp
[2024-10-24 21:33:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js?simply_static_page=2474
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js?simply_static_page=2474
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:103] Filesize: 1 bytes
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd16cb1db-oMic9l.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/schema/schema.strings.js
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:10] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.asset.php
[2024-10-24 21:33:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:4; Total: 971
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.asset.php
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-10-24 21:33:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:3; Total: 971
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd16d6bf9-JNS0UT.tmp
[2024-10-24 21:33:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.js?simply_static_page=2476
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.js?simply_static_page=2476
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:103] Filesize: 101128 bytes
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd16d6bf9-JNS0UT.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/store/store.js
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:10] [class-ss-page.php:119] Checking Content Identical:8a7ec2f2ee9bff0fc75dae6fe35ebccd8b0ab04a===. Value: FALSE
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2024-10-24 21:33:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:2; Total: 971
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd16e4986-X12mhu.tmp
[2024-10-24 21:33:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt?simply_static_page=2477
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt?simply_static_page=2477
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:103] Filesize: 14587 bytes
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd16e4986-X12mhu.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/store/store.js.LICENSE.txt
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:10] [class-ss-page.php:119] Checking Content Identical:a17326a1f722cec3c07c0ad21673c0a0fe88dc74===. Value: FALSE
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-10-24 21:33:10] [class-ss-task.php:58] [PAGES STATUS] Remaining:1; Total: 971
[2024-10-24 21:33:10] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd16ef2cf-zFQJPM.tmp
[2024-10-24 21:33:10] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.min.js?simply_static_page=2478
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.min.js?simply_static_page=2478
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:103] Filesize: 37849 bytes
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:10] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-10-24 21:33:11] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd16ef2cf-zFQJPM.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/store/store.min.js
[2024-10-24 21:33:11] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:11] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:11] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:11] [class-ss-page.php:119] Checking Content Identical:385f778ac8698d473ee521594ee91fd7da706384===. Value: FALSE
[2024-10-24 21:33:11] [class-ss-task.php:44] Status message: [fetch_urls] Fetched 400 of 971 pages/files
[2024-10-24 21:33:11] [class-ss-archive-creation-job.php:181] We're not done with the fetch_urls task yet
[2024-10-24 21:33:12] [class-ss-archive-creation-job.php:136] Current task: fetch_urls
[2024-10-24 21:33:12] [class-ss-archive-creation-job.php:153] Performing task: fetch_urls
[2024-10-24 21:33:12] [class-ss-fetch-urls-task.php:69] Total pages: 971; Pages remaining: 521
[2024-10-24 21:33:12] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2024-10-24 21:33:12] [class-ss-task.php:58] [PAGES STATUS] Remaining:50; Total: 971
[2024-10-24 21:33:12] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:12] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd18e7f01-J3zdtj.tmp
[2024-10-24 21:33:12] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt?simply_static_page=2479
[2024-10-24 21:33:12] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt?simply_static_page=2479
[2024-10-24 21:33:12] [class-ss-url-fetcher.php:103] Filesize: 1023 bytes
[2024-10-24 21:33:12] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-24 21:33:12] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2024-10-24 21:33:12] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd18e7f01-J3zdtj.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/store/store.min.js.LICENSE.txt
[2024-10-24 21:33:12] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:12] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:7369c3b687964ea221344fa71010de826ea24253===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:49; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd1903f7d-pErtnS.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js?simply_static_page=2480
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js?simply_static_page=2480
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 1 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd1903f7d-pErtnS.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/store/store.strings.js
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:b858cb282617fb0956d960215c8e84d1ccf909c6===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.asset.php
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:48; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:79] Excludable found: URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.asset.php
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:89] Skipping URL because it is no-save and no-follow
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.js
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:47; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd19109be-kK1EDf.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.js?simply_static_page=2482
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.js?simply_static_page=2482
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 1413748 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/javascript
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/ui/ui.js
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd19109be-kK1EDf.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/ui/ui.js
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:08fdf702396ccaa6604b7dd1a807d632d3bd43e8===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:46; Total: 971
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:83] URL is not being excluded
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:94] Fetching URL and saving it to: C:\Users\Jesus\AppData\Local\Temp/671abd1926cf1-aa7Pp5.tmp
[2024-10-24 21:33:13] [class-ss-page-handler.php:38] URL Prepared:http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt?simply_static_page=2483
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:251] Fetching URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt?simply_static_page=2483
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:103] Filesize: 209952 bytes
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:119] http_status_code: 200 | content_type: text/plain
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:233] New filename for static page: /wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-url-fetcher.php:143] Renaming temp file from C:\Users\Jesus\AppData\Local\Temp/671abd1926cf1-aa7Pp5.tmp to C:\xampp\htdocs\CIFI/wp-content/uploads\simply-static\temp-files/simply-static-1-1729805523/wp-content/plugins/elementor/assets/js/packages/ui/ui.js.LICENSE.txt
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:152] Extracting URLs and replacing URLs in the static file
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:159] Adding 0 URLs to the queue
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:170] We're saving this URL; keeping the static file
[2024-10-24 21:33:13] [class-ss-page.php:119] Checking Content Identical:cceb49976a2d246de268cb377afdf3f9b3925683===. Value: FALSE
[2024-10-24 21:33:13] [class-ss-fetch-urls-task.php:72] URL: http://localhost/CIFI/wp-content/plugins/elementor/assets/js/packages/ui/ui.min.js
[2024-10-24 21:33:13] [class-ss-task.php:58] [PAGES STATUS] Remaining:45; Total: 971
